日期,品类,产品名称,产品ID,价格
2026-03-15,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-16,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-17,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-18,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-19,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-20,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-21,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-22,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-23,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-24,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-25,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-03-26,gpu,技嘉 RTX5060 WF2MAX OC8G风魔MAX,f499dd0d-3a6b-4a68-9622-7a26b4dae40a,2680.0
2026-02-19,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2750.0
2026-02-20,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2750.0
2026-02-21,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2750.0
2026-02-22,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2750.0
2026-02-23,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2750.0
2026-02-24,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2750.0
2026-02-25,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-02-26,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-02-27,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-02-28,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-01,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-02,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-03,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-04,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-05,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-06,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-07,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-08,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-09,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-10,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2650.0
2026-03-11,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-12,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-13,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-14,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-15,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-16,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-17,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-18,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-19,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-20,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-21,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-22,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-23,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-24,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-25,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-03-26,gpu,影驰 5060 魔刃 8G,5ce4efb9-afa9-4b41-91f4-11665e1fafc3,2630.0
2026-02-19,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-20,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-21,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-22,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-23,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-24,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-25,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-26,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-27,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-28,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-01,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-02,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-03,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-04,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-05,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-06,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-07,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-08,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-09,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-10,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-11,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-12,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-13,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-14,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-15,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-16,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-17,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-18,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-19,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1400.0
2026-03-20,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1400.0
2026-03-21,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1400.0
2026-03-22,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1400.0
2026-03-23,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1400.0
2026-03-24,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-25,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-03-26,gpu,七彩虹 3050灵动鲨,2f0c2242-bc0f-478e-82ec-7745b4eef32f,1380.0
2026-02-19,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2770.0
2026-02-20,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2770.0
2026-02-21,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2770.0
2026-02-22,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2770.0
2026-02-23,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2770.0
2026-02-24,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2770.0
2026-02-25,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-02-26,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-02-27,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-02-28,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-01,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-02,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-03,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-04,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-05,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-06,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-07,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-08,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-09,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-10,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-11,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-12,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-13,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-14,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-15,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-16,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-17,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-18,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-19,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-20,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-21,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-22,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-23,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-24,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-25,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-03-26,gpu,影驰 5060 圣刃 8G,d624716d-efb1-4e40-beee-8ae8cb968e9f,2680.0
2026-02-19,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-20,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-21,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-22,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-23,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-24,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-25,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-26,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-27,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-02-28,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-01,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-02,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-03,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-04,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-05,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-06,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-07,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-08,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-09,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-10,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-11,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-12,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-13,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-14,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-15,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-16,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-17,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-18,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-19,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-20,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-21,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-22,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-23,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1640.0
2026-03-24,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1630.0
2026-03-25,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1630.0
2026-03-26,gpu,七彩虹 3050duo 8g战斧,f0ece539-9d34-4b13-8845-f0deb2ece68d,1630.0
2026-02-19,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
2026-02-20,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
2026-02-21,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
2026-02-22,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
2026-02-23,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
2026-02-24,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
2026-02-25,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
2026-02-26,gpu,七彩虹 战斧5050 8G DUO,37deb169-072e-4ed9-a23d-cafeb26290d4,2200.0
